Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Noelia Rocha,Sr.,OH,5-11,"San Antonio, TX",,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,4
Michera Moffett,Sr.,MB,5-9,"Pflugerville, TX",,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,3
Maci Morrison,Jr.,RS,6-0,"Bandera, TX",Bandera HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,13
Jada Shepherd,Fr.,S,5-7,"Mesquite, TX",John Horn HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,2
Amiley Penson,Jr.,OH,5-7,"Fresno, TX",,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,16
Laila Wheaton,Fr.,MB,6-1,"Mckinney, TX",Rock Hill HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,22
Andrea Urzua,Jr.,DS,5-4,"Katy, TX",,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,24
Alexis Williams,Fr.,MB,6-0,"Lawton, OK",MacArthur HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,9
Kylee Turner,So.,DS,5-3,"Fort Worth, TX",Saginaw HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,23
Patience Lewis,Jr.,DS,5-2,"Pearland, TX",Glenda Dawson HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,12
Amaya Constantino,Jr.,DS,5-6,"Arlington, TX",Kennedale HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,1
Kendyl Knox,Fr.,OH,5-8,"Pearland, TX",Glenda Dawson HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,6
Ruthie Forson,Sr.,S,5-10,"Denton, TX",Lake Dallas HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,7
Jada Hudson,Sr.,OH,5-10,"Grandview, TX",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,3
Alyssa Magness,So.,MB,5-9,"Frisco, TX",Frisco Liberty HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,2
Brinklee Dauenhauer,So.,OH,5-7,"Springtown, TX",Springtown HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,1
Alexa Heard,Sr.,DS,5-3,"Little Rock, AR",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,21
Mary Insalaco,Sr.,DS,5-2,"N Little Rock, AR",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,8
Lauryn Moultrie,Sr.,MH,5-11,"Fairburn, GA",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,7
Carlin Whaley,Sr.,OH,6-1,"Magnolia, AR",Magnolia HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,20
Kayte Delong,Sr.,OH,6-1,"Overland Park, KS",Blue Valley North HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,17
Landry Rogers,Sr.,OH,5-10,"Salado, TX",Salado HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,5
Addison Anderson,Fr.,OH,5-7,"Magnolia, AR",Magnolia HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,14
McKenna Edwards,Fr.,S,5-10,"Santa Clarita, CA",Village Christian HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,10
Morgan Mitschke,Fr.,RS,5-9,"Paradise, TX",Paradise HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,16
Ava Tanner,Sr.,MH,5-10,"Brock, TX",Brock HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,9
Allie Cooper,Jr.,MH,5-10,"Brownsboro, TX",Brownsboro HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,15
Isla Olivas,Sr.,MH,5-10,"Fort Worth, TX",Fossil Ridge HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,11
Samantha Ward,Jr.,DS,5-3,"Round Rock, TX",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,18
Macie Shaver,Sr.,S,5-9,"Prosper, TX",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,12
Cale Brown,Fr.,OH,5-8,"Kilgore, TX",Sabine HS,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,6
Sadie Kabisch,Jr.,DS,5-5,"Henrietta, TX",,1376,Southern Arkansas University,30144.0,Great American Conference,www.saumag.edu,www.muleriderathletics.com,AR,D-II,2024-25,Southern Ark.,GAC,4
Sarah Stark,So.,MB,6-1,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,10
Victoria Pascual,So.,OH,5-11,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,11
Sydney Bennett,Jr.,RS,5-11,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,16
Morgan Daughters,Fr.,MH,6-1,"Millersville, MD",Old Mill Senior,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,9
Jasmine Stroud,Fr.,RS,5-8,"Norwalk, CT",Brien McMahon,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,12
Jasmine Johnson,Fr.,L,5-3,"Trumbull, CT",Trumbull,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,1
Emma Dedushaj,Fr.,L,5-4,"Yorktown Heights, NY",Lakeland,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,2
Jalie Miller,Fr.,L,5-4,"Rockwall, TX",Rockwall,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,3
Lauren Dumont,Fr.,RS,5-10,"Tampa, FL",Brooks DeBartolo Collegiate,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,6
Isabel Alvarez,Fr.,OH,6-2,"Bradenton, FL",Parrish Community,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,7
Aleciyah Brodley,Fr.,OH,5-8,"Endwell, NY",Maine-Endwell,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,8
Julia Jaworowski,Fr.,OH,6-0,"Guilderland, NY",Notre Dame Bishop Gibbons,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,22
Raegen Emery,Jr.,OH,5-10,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,21
Madi Roar,Fr.,S,5-11,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,17
Emily Sartell,Jr.,L/DS,5-7,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,14
Dylan Marney,Jr.,OH,5-9,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,13
Lily Miller,Sr.,S,5-4,,,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,4
Katie Bardak,Fr.,S,5-8,"Wantagh, NY",St. Anthony's,658,Southern Connecticut State University,899.0,Northeast-10 Conference,southernct.edu,scsuowls.com,CT,D-II,2024-25,Southern Conn. St.,NE10,5
Jasmine Green,Sr.,RS,6-0,"Rockwall, TX",Washington Liberty,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,9
Kerigan Fehr,Fr.,L/DS,5-4,"Fairbury, IL",Prairie Central,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,4
Ashby Willis,So.,OH,6-0,"Mount Carmel, IL",Mount Carmel,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,6
Layla Gonzales,Fr.,L/DS,5-4,"Muncie, IN",Burris Laboratory-Muncie,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,7
Jordan Troutman,Jr.,S,5-10,"Henderson, KY",Henderson County,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,3
Bianca Anderson,Jr.,MH,6-0,"Chicago Heights, IL",Homewood-Flossmoor,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,17
Ellie Marbet,So.,OH,6-0,"Columbia, TN",Spring Hill,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,2
Paris Downing,Sr.,MH,5-9,"Avon, IN",Avon,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,1
Jillian Moonan,So.,MB,6-0,"Chicago, IL",Mother McAuley Liberal Arts,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,20
Leah Coleman,So.,OH,5-11,"Hoover, AL",Spain Park,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,22
Carly Sobieralski,Sr.,S,5-10,"Indianapolis, IN",Franklin Central,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,18
Maeve Moonan,So.,MB,5-11,"Chicago, IL",Mother McAuley Liberal Arts,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,19
Keira Moore,Jr.,L/DS,5-6,"Newburgh, IN",Castle,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,12
Abby Weber,Sr.,OH,5-10,"Fishers, IN",Hamilton Southeastern,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,8
Lauren O'Neill,Sr.,MB,6-1,"Covington, IN",Covington Community,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,10
Mariah Minor,So.,MB,5-11,"Indianapolis, IN",Pike,661,University of Southern Indiana,902.0,Ohio Valley Conference,www.usi.edu/,www.usiscreamingeagles.com/,IN,D-II,2024-25,Southern Ind.,OVC,11
Katelyn Branson,Jr.,DS,5-6,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,15
Maddy Booth,Sr.,OH,5-10,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,22
Tessa Henry,Sr.,MB,6-0,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,13
Kaylie Marshall,So.,OPP,5-10,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,18
Quinn Van Maanen,Jr.,OH,5-11,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,4
Raegan Strickland,Jr.,MB,5-10,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,19
Tatum Smith,Sr.,DS,5-4,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,2
Emma Grace Moddelmog,So.,S,5-7,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,11
Whitney Bowie,Sr.,OPP,6-1,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,17
Riley Richardson,So.,MB,5-11,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,14
Kaley Brubaker,Sr.,S,5-9,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,3
Tynaa Mojica,Sr.,MB,5-11,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,5
Rayanna Mauldin,So.,OH,5-9,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,8
Molly Langford,Jr.,OPP,6-1,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,6
Hannah Morgan,Fr.,OPP,6-1,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,10
Gini Lu James,Fr.,MB,6-2,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,7
Ashley Finch,Sr.,OPP,6-0,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,21
Kate Wright,Fr.,OH,6-0,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,9
Emma Ringer,Fr.,DS,5-4,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,20
Isabella Labrada,Jr.,OH,5-11,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,16
Megan Branson,Fr.,DS,5-5,,,30152,Southern Nazarene University,30144.0,Great American Conference,snu.edu,snuathletics.com,OK,D-II,2024-25,Southern Nazarene,GAC,1
Ella Koelb,Jr.,S,5-10,"Auburn, NH",Pinkerton,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,10
Laura Haas,Jr.,DS,5-6,"Londonderry, NH",Londonderry,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,3
Alexandra Friebolin,Jr.,MB,6-0,"Plant City, FL",Strawberry Crest,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,13
Jaelyn Miles,So.,OH,6-2,"Manchester, NH",Tilton School,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,21
Ariana Davila,Fr.,MB,5-11,"Austin, TX",Austin,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,6
Caelan Cook,Jr.,OH,6-0,"Indian Harbour Beach, FL",Satellite,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,15
Lailah Johnson,Fr.,DS,5-4,"Senoia, GA",Esat Coweta,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,16
Elsa Gilmore,So.,OH,6-2,"San Juan Capistrano, CA",San Juan Hills,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,17
Addie Garn,Fr.,S,5-8,"Gilbert, AZ",Highland,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,4
Julia Cavalcanti,Sr.,MB,6-1,"Clermont, FL",Mountain View,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,7
Sophia Miranda,Fr.,DS,5-2,"Nashua, NH",Nashua South,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,12
Michaela Choate,Sr.,OH,5-10,"Nashua, NH",Nashua North,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,8
Daya Jean-Baptiste,So.,MB,5-10,"Miami, FL",Arch. McCarthy,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,11
Madison Keating,Sr.,DS,5-6,"Milford, NH",Bishop Guertin,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,13
Eyleen Dias,Sr.,DS,5-7,"Plymouth, MA",Plymouth North,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,1
Deanne Wilson,Sr.,DS,5-6,"Buffalo, NY",North Collins Central,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,5
Angela Mateos,So.,RS,6-2,"Seville, Spain",Colegio Internacional San Francisco de Paula,468,Southern New Hampshire University,899.0,Northeast-10 Conference,www.snhu.edu,www.snhupenmen.com,NH,D-II,2024-25,Southern N.H.,NE10,9
Sarah Mitchell,Fr.,MB,5-11,"Spartanburg, SC",Dorman HS,30192,Southern Wesleyan University,4423.0,Conference Carolinas,www.swu.edu,swuathletics.com,SC,D-II,2024-25,Southern Wesleyan,Conference Carolinas,22
Alexxis Wader,Fr.,L,5-2,"Loveland, CO",Loveland HS,30192,Southern Wesleyan University,4423.0,Conference Carolinas,www.swu.edu,swuathletics.com,SC,D-II,2024-25,Southern Wesleyan,Conference Carolinas,14
Ainsley Stovall,Fr.,OH,6-0,"Freeport, IL",Aquinn Catholic HS,30192,Southern Wesleyan University,4423.0,Conference Carolinas,www.swu.edu,swuathletics.com,SC,D-II,2024-25,Southern Wesleyan,Conference Carolinas,6
Mikaylah Hutton,Fr.,OH,6-0,"Advance, NC",Davie County HS,30192,Southern Wesleyan University,4423.0,Conference Carolinas,www.swu.edu,swuathletics.com,SC,D-II,2024-25,Southern Wesleyan,Conference Carolinas,12
Karson Haley,Fr.,RS,6-0,"Piedmont, SC",Wren HS,30192,Southern Wesleyan University,4423.0,Conference Carolinas,www.swu.edu,swuathletics.com,SC,D-II,2024-25,Southern Wesleyan,Conference Carolinas,17
